"id" "owner" "datetaken" "tags" "latitude" "longitude" "text" "page"
"33301683944" "140574134@N02" "2017-04-18 18:22:42" "oldaberdeen aberdeencity danoaberdeen footdee sand scotland bonnyscotland scottish highlands breakwater boulders rocks amateur candid caledonia escocia ecosse harbour iphone iphone7plus aberdeenharbour aberdeen 2017 dano plage playa beach fittie aberdeenscotland footdeee ancient old aged tarrysheds danophotography recent abdn" "57.143150" "-2.069264" "castles" 1
"34013807951" "140574134@N02" "2017-04-18 18:21:59" "vessels boats ships marineoperationscentre aberdeenbeach scenery peaceful serene tranquil plage playa beach sand sea waves navy maritime nimbus cirrus clouds bluesky blue aberdeenscotland footdee iphone7plus cameraphone 2017 dano scotland scottish highlands caledonia spring summer winter autumn aberdeen ecosse fittie landmark harbour seaport candid amateur fishing fish bright saveearth ancient old aged danoaberdeen tarrysheds danophotography recent history aberdeenhistory historyofaberdeen nationaltrustforscotland vintage classic weathered historicscotland archedbridge escocia scotia johnsmith archibaldsimpson scottishhighlands bonnyscotland bonniescotland abdn" "57.143197" "-2.069153" "castles" 1
"33804473071" "87525421@N06" "2017-04-08 12:04:05" "rnlb bonaccord lifeboats aberdeen aberdeenharbour aberdeencity aberdeenshire merchantnavy maritime northsea scotland ships searchandrescue" "57.142875" "-2.065687" "castles" 1
"34135188184" "140574134@N02" "2017-05-29 19:47:47" "drowned drowning drown lifegaurds fishingboat fishermen fish rescue survivalcraft royalnavy scotland scottish scotia escocia ecosse spring summer winter autumn nikonp610 emergencyservice emergencyservices emergency sos vessels boats ships harbour aberdeenharbour aberdeencity aberdeenscotland aberdeen northsea 2017 dano rnlbbonaccord rnlibonaccord lifeboat rnlb rnli autum candid amateur nikon water seaport shipspotters shipspotting cargoships northeastsupplyvessels norteastsupplyships oilships platformsupplyships tugboat tug cityofaberdeen northeastsupplyships platformsupplyvessel platformsupplyship seafarers shipspottersuk geotagged torry metallicobjects metal heavymetal wss worldwideshipspotters ukshipspotters danophotography northseasupplyships northseasupplyvessels oilrigsupplyships oilrigs danoaberdeen" "57.142525" "-2.068881" "castles" 1
"34590425680" "140574134@N02" "2017-05-29 19:48:16" "drowned drowning drown lifegaurds fishingboat fishermen fish rescue survival rnlbaberdeen rnliaberdeen crew vessels boats ships riverdee aberdeencity aberdeen autumn spring summer winter scotia escocia ecosse amateur candid distress sos heros emergencyservices emergencyservice emergency scottish northsea water scotland bonaccord lifeboat harbour aberdeenscotland aberdeenharbour 2017 dano rnlbbonaccord rnlibonaccord rnlb rnli autum nikon nikonp610 seaport shipspotters shipspotting cargoships northeastsupplyvessels norteastsupplyships oilships platformsupplyships tugboat tug cityofaberdeen northeastsupplyships platformsupplyvessel platformsupplyship seafarers shipspottersuk geotagged torry metallicobjects metal heavymetal wss worldwideshipspotters ukshipspotters" "57.142522" "-2.068887" "castles" 1
"34977816295" "140574134@N02" "2017-05-29 15:50:10" "drowned drowning drown lifegaurds fishingboat fishermem fish survivalcraft crew seaport rescue survival sos emergencyservices emergencyservice emergency rnlbbonaccord rnlibonaccord bonaccord aberdeenscotland aberdeenharbour aberdeencity aberdeen video mpeg mp4 hd nikonp610 harbour scottish scotland lifeboat northeastsupplyships vessels boats ships candid amateur 1080p orange north sea water oilships oilrigs oilfields dano 2017 recent cargoships shipspotters ship spotting shipspotting rnlb bon accord torry torrybattey tugboat tug cityofaberdeen northeastsupplyvessels platformsupplyvessel platformsupplyship seafarers shipspottersuk geotagged metallicobjects metal heavymetal wss worldwideshipspotters ukshipspotters danophotography" "57.142451" "-2.068111" "castles" 1
"33879713144" "153696228@N06" "2017-05-05 05:27:08" "" "57.173698" "-2.097752" "castles" 1
"35589179423" "140574134@N02" "2017-07-29 19:47:21" "2017 recent grampian clouds vts marineoperationscentre marinecontroltower northsea ocean highlands scotia escocia ecosse spring winter summer autumn iphone7plus iphone greatbritain uk british coastline scottishhighlands danoaberdeen bluesky water seascape landscape scenery amateur candid aberdeenscotland plage playa beach aberdeen footdee fittie hd 4k mpeg video tarrysheds danophotography abdn" "57.143298" "-2.069077" "castles" 1
"36000302830" "140574134@N02" "2017-07-29 19:45:42" "bluesea cameraphone iphone7plus iphone geotagged weather interesting bluesky clouds water amateur candid cityofaberdeen aberdeencity british fb uk seascape ocean northsea scotia escocia ecosse spring winter summer autumn landscape scenery recent 2017 aberdeenscotland plage playa beach aberdeen fittie footdee danoaberdeen tarrysheds danophotography abdn" "57.143150" "-2.069273" "castles" 1
"36352305526" "140574134@N02" "2017-07-29 19:46:40" "landscape scenery tide northsea water highlands scotland northeast grampian northpier breakwater walk danophotography plage playa beach aberdeenharbour clouds bluesky winter spring summer autumn cityofaberdeen ocean scottishcoast seascape riverdee coastline iphone7plus iphone amateur candid scottishhighlands recent 2017 danoaberdeen aberdeenscotland aberdeen footdee fittie tarrysheds abdn" "57.143136" "-2.069348" "castles" 1
"35471223893" "140574134@N02" "2017-07-30 16:47:45" "emergencyservice drown drowning aberdeenrnli lifeboat emergency heroes rnli candid amateur nikon autumn summer spring winter aberdeen harbour seaport dock highlands ships boats vessels water oilrigs aberdeenscotland aberdeencity cityofaberdeen northsea tugboat tug platformsupportvessels platformsupplyships cargoships northeastsupplyships northeastsupplyvessels northseasupplyships northseasupplyvessels wss shipspotters shipspotting ukshipspotters worldwideshipspotters metallicobjects danoaberdeen danophotography nikond750 nikkor inexplore bluesky clouds scotland grampian geotagged fittie footdee maritime oilships platfromships anchorhandling merchantnavy shipspottersuk ecosse escocia scotia northeastscotland 2017 recent offshore offshoreships offshorevessels abdn workboats" "57.142556" "-2.068390" "castles" 1
"36249972805" "140574134@N02" "2017-07-29 19:49:11" "landscape 2017 recent scottishhighlands grampian scotland esplanade scenery beachboulevard danoaberdeen nikond750 bluesky clouds aberdeencity aberdeenscotland aberdeen breakwater tide plage playa aberdeenbeach footdee fittie candid amateur nikon aberdeenshire northsea cirrus nimbus autumn winter summer spring psv wss cargoships platformsupplyships northseasupplyships north sea supply vesselsship spottersship spottingworld wide ship spottersuk spotting workboats seafarers tarrysheds danophotography abdn" "57.142172" "-2.071266" "castles" 1
"35409789334" "140574134@N02" "2017-07-29 00:13:48" "vts marineoperationcentre seaport harbour monochrome nikond750 aberdeenscotland aberdeenharbour afterdark nightime longexposure blackandwhite bw danoaberdeen fittie footdee candid amateur 2017 aberdeen nikon grampian aberdeenshire northsea bluesky clouds cirrus nimbus autumn winter summer spring psv wss cargoships platformsupplyships northseasupplyships north sea supply vesselsship spottersship spottingworld wide ship spottersuk spotting workboats seafarers tarrysheds danophotography recent abdn" "57.142440" "-2.071802" "castles" 1
"36201856896" "140574134@N02" "2017-07-29 00:21:39" "vts oilships cargoships wss shipspotting psv supplyships seaport lowlight nightime cityofaberdeen spring winter summer autumn aberdeenscotland nikon northsea water recent 2017 aberdeencity longexposure harbour nikond750 amateur candid aberdeenharbour aberdeen afterdark danoaberdeen grampian aberdeenshire fittie footdee bluesky clouds cirrus nimbus platformsupplyships northseasupplyships north sea supply vesselsship spottersship spottingworld wide ship spottersuk spotting workboats seafarers tarrysheds danophotography abdn" "57.144279" "-2.082724" "castles" 1
"36076183472" "140574134@N02" "2017-07-29 00:09:59" "offshore orthsea cargoships supplyships wss psv seaport harbour marineoperationcentre vts longexposure afterdark nighttime nikond740 aberdeenscotland aberdeen amateur candid aberdeenharbour danaoaberdeen footdee fittie danoaberdeen 2017 nikon nikond750 grampian aberdeenshire northsea bluesky clouds cirrus nimbus autumn winter summer spring platformsupplyships northseasupplyships north sea supply vesselsship spottersship spottingworld wide ship spottersuk spotting workboats seafarers tarrysheds danophotography recent abdn" "57.143057" "-2.068991" "castles" 1
"35905253052" "140574134@N02" "2017-07-20 01:50:27" "nightshoot aberdeen danoaberdeen nikon nikkor footdee fittie aberdeencity cityofaberdeen nikond750 nikkor50mm night afterdark candid amateur ecosse escocia scotia oldaberdeen fishingvillage danophotography 2017 recent bw monochrome virgin firsttime darkness aberdeenatnight nightime fear terror somber aberdeenscotland grampian aberdeenharbour tarrysheds abdn" "57.143695" "-2.072156" "castles" 1
"35676590432" "140574134@N02" "2017-07-10 18:43:22" "scottishcoastline breakwater naturewalk nature seascape coastline amateur candid plage playa beach fittie footdee aberdeen autumn summer winter spring ecosse escocia scotia danoaberdeen danophotography nikon nikkor nikond750 northsea riverdee aberdeenscotland aberdeenharbour cityofaberdeen aberdeencity grampian clouds bluesky harbour port seaport northpier tug boats ships vessels dock docks tugboat scotland scottish scottishhighlands highlands cargoships platformsupplyvessels oilships northeast northeastsupplyships northeastsupplyvessels northseasupplyships north sea supply tarrysheds recent abdn" "57.143358" "-2.074159" "castles" 1
"35005505624" "140574134@N02" "2017-07-10 18:43:11" "coastline fittie footdee amateur candid plage playa beach aberdeen autumn summer winter spring ecosse escocia scotia danoaberdeen danophotography nikon nikkor nikond750 northsea riverdee aberdeenscotland aberdeenharbour cityofaberdeen aberdeencity grampian clouds bluesky harbour port seaport northpier tug boats ships vessels dock docks tugboat scotland scottish scottishhighlands highlands cargoships platformsupplyvessels oilships northeast northeastsupplyships northeastsupplyvessels northseasupplyships north sea supply tarrysheds recent abdn" "57.143358" "-2.074159" "castles" 1
"35845624255" "140574134@N02" "2017-07-10 18:41:22" "modernart vts vesseltrafficservice cloudwall amateur candid plage playa beach marineoperationscentre aberdeen autumn summer winter spring ecosse escocia scotia danoaberdeen danophotography nikon nikkor nikond750 northsea riverdee aberdeenscotland aberdeenharbour cityofaberdeen aberdeencity grampian clouds bluesky harbour port seaport fittie footdee northpier tug boats ships vessels dock docks tugboat scotland scottish scottishhighlands highlands cargoships platformsupplyvessels oilships northeast northeastsupplyships northeastsupplyvessels northseasupplyships north sea supply tarrysheds recent abdn" "57.143358" "-2.074159" "castles" 1
"36732596382" "140574134@N02" "2017-08-29 20:23:00" "customs silverdarling architecture architect building customshouse silverdarlingrestaurant danoaberdeen danophotography recent 2017 aberdeen harbour moored dock seaport port water scotland scottish metal candid amateur nikon grampian fittie footdee oldaberdeen autumn summer spring winter ecosse escocia scotia seafarers offshore geotagged northsea aberdeenharbour supplyships psv wss tug shipspotters shipspotting gb uk british greatbritain northeastsupplyships northeastsupplyvessels northseasupplyships northseasupplyvessels cargoships platformsupplyships platformsupplyvessels bluesky clouds abdn metallicobjects merchantnavy oilrigsupplyships scotch vts tanker oil anchor workboats" "57.142599" "-2.069013" "castles" 1
